order_id,order_date,customer_id,product_id,region,quantity,unit_price,discount_percent
1245,2025-01-22,C0276,P002,West,3,268.23,10
1246,2024-05-13,C0007,P013,East,1,111.22,5
1247,2025-10-26,C0335,P019,North,5,119.44,5
1248,2024-06-27,C0220,P048,South,5,482.32,10
1249,2025-06-13,C0220,P030,South,5,303.97,0
1250,2025-10-29,C0212,P008,South,3,242.03,10
1251,2024-03-29,C0366,P035,East,1,455.54,5
1252,2025-08-30,C0310,P048,South,1,472.38,5
1253,2025-06-24,C0477,P001,East,3,110.04,5
1254,2024-09-28,C0177,P041,West,5,127.43,20
1255,2024-06-24,C0187,P018,North,5,426.36,5
1256,2025-08-16,C0226,P028,West,2,276.19,0
1257,2024-12-13,C0449,P035,West,2,393.59,0
1258,2024-10-11,C0254,P047,North,4,86.03,20
1259,2025-11-29,C0099,P024,South,4,380.45,5
1260,2024-10-04,C0439,P023,East,2,209.92,0
1261,2024-05-15,C0412,P012,South,1,65.04,5
1262,2025-05-23,C0480,P047,West,4,409.68,15
1263,2025-12-05,C0002,P021,North,3,179.31,15
1264,2025-06-05,C0106,P015,West,5,65.04,0
1265,2024-12-20,C0094,P009,East,1,477.41,20
1266,2024-03-22,C0056,P029,West,1,395.15,20
1267,2025-12-02,C0227,P009,South,2,254.87,10
1268,2025-12-29,C0295,P026,East,2,328.23,20
1269,2025-11-09,C0438,P027,South,1,381.55,10
1270,2024-10-02,C0408,P015,South,2,416.51,5
1271,2024-04-06,C0219,P026,South,3,346.43,15
1272,2025-03-03,C0340,P025,East,2,358.25,5
1273,2025-02-10,C0459,P049,South,1,327.7,15
1274,2025-05-28,C0021,P025,South,4,369.43,5
1275,2025-08-20,C0462,P017,South,1,241.92,10
1276,2024-06-14,C0012,P046,West,2,465.15,20
1277,2025-11-08,C0282,P031,South,2,368.59,5
1278,2026-03-21,C0315,P030,South,5,419.66,5
1279,2025-11-21,C0226,P008,South,5,271.67,0
1280,2025-11-01,C0282,P013,South,2,301.35,5
1281,2025-04-24,C0483,P020,East,3,123.19,15
1282,2026-03-09,C0169,P005,West,2,471.44,15
1283,2025-08-17,C0014,P037,South,1,276.32,15
1284,2026-03-17,C0450,P050,South,1,203.01,20
1285,2025-02-25,C0121,P035,South,5,293.54,0
1286,2025-11-15,C0195,P017,West,5,242.66,10
1287,2025-07-07,C0102,P004,East,3,291.27,5
1288,2024-07-18,C0077,P028,West,5,132.95,5
1289,2025-01-19,C0275,P038,West,2,274.89,0
1290,2025-11-20,C0108,P001,West,1,448.65,20
1291,2025-01-26,C0001,P005,South,2,407.83,15
1292,2024-05-23,C0129,P003,West,1,386.76,20
1293,2025-04-06,C0474,P042,East,1,332.63,5
1294,2024-05-04,C0436,P050,West,5,318.29,10
1295,2025-04-25,C0221,P003,East,5,490.82,0
1296,2025-08-12,C0218,P039,North,1,473.32,15
1297,2025-11-19,C0418,P016,East,4,205.04,0
1298,2025-03-21,C0300,P044,West,2,267.15,5
1299,2024-10-10,C0403,P002,West,4,354.48,5
1300,2024-10-15,C0435,P023,West,1,211.59,10
1301,2025-03-12,C0206,P032,North,4,401.01,20
1302,2024-11-24,C0297,P044,East,1,226.11,0
1303,2025-09-18,C0232,P007,South,1,137.01,0
1304,2025-07-06,C0027,P039,West,3,448.1,5
1305,2025-09-13,C0118,P013,West,2,363.13,20
1306,2024-12-08,C0394,P006,North,5,406.88,0
1307,2025-12-05,C0497,P045,North,4,223.07,10
1308,2025-03-07,C0170,P023,North,4,188.96,10
1309,2025-09-19,C0332,P019,North,2,250.03,20
1310,2025-02-03,C0244,P005,East,3,346.06,0
1311,2026-03-21,C0108,P018,East,2,314.47,0
1312,2025-01-12,C0293,P019,East,2,99.0,10
1313,2024-11-25,C0139,P005,North,3,191.18,0
1314,2024-06-18,C0437,P013,South,5,283.41,20
1315,2025-10-12,C0038,P012,South,1,180.66,15
1316,2025-06-01,C0169,P046,West,1,100.54,10
1317,2024-11-04,C0080,P032,West,5,345.43,5
1318,2025-12-20,C0450,P015,North,3,370.44,20
1319,2025-05-11,C0138,P012,East,3,219.73,20
1320,2025-07-18,C0152,P036,West,1,133.86,0
1321,2024-09-03,C0124,P045,North,2,276.27,15
1322,2026-01-28,C0020,P009,South,2,139.25,5
1323,2024-04-27,C0394,P004,South,2,392.63,20
1324,2025-12-06,C0408,P036,North,1,67.35,15
1325,2025-03-19,C0254,P045,East,1,103.71,10
1326,2024-04-06,C0042,P033,North,3,470.41,20
1327,2025-10-11,C0114,P032,West,4,221.76,20
1328,2025-11-15,C0290,P013,South,2,53.64,15
1329,2025-07-13,C0059,P012,South,3,190.47,5
1330,2026-01-15,C0116,P033,North,3,434.68,10
1331,2024-05-02,C0051,P025,East,2,295.55,0
1332,2025-03-02,C0265,P028,East,3,171.76,15
1333,2025-11-25,C0260,P023,North,1,222.74,20
1334,2025-05-04,C0256,P029,East,5,61.3,0
1335,2026-01-27,C0140,P008,West,3,99.96,0
1336,2024-10-16,C0375,P039,South,5,170.76,15
1337,2025-10-04,C0173,P019,West,2,125.36,20
1338,2024-04-17,C0022,P034,North,3,138.46,10
1339,2025-11-03,C0085,P038,West,2,386.28,10
1340,2025-08-13,C0418,P045,North,5,142.18,10
1341,2025-08-03,C0137,P018,North,3,227.07,15
1342,2024-07-11,C0080,P003,North,5,53.98,10
1343,2025-12-15,C0198,P033,West,5,456.31,15
1344,2026-01-16,C0185,P005,East,5,93.44,0
1345,2024-09-18,C0389,P010,East,1,179.49,0
1346,2025-12-27,C0095,P012,East,5,365.71,15
1347,2024-05-11,C0066,P034,East,4,407.8,5
1348,2025-01-21,C0411,P019,East,2,171.01,15
1349,2026-02-06,C0497,P002,East,5,451.15,20
1350,2025-09-26,C0051,P021,East,5,430.56,20
1351,2025-12-05,C0252,P041,East,2,318.87,10
1352,2025-03-06,C0045,P029,North,3,364.56,15
1353,2024-05-10,C0056,P008,South,3,104.74,5
1354,2024-05-26,C0234,P022,South,4,190.03,20
1355,2024-06-17,C0008,P016,East,5,449.02,0
1356,2024-05-19,C0064,P012,North,2,447.87,15
1357,2026-01-19,C0420,P035,East,2,250.39,15
1358,2025-02-01,C0071,P014,East,1,378.44,0
1359,2025-09-12,C0461,P017,West,2,488.6,15
1360,2024-08-24,C0499,P034,East,1,122.45,10
1361,2025-09-30,C0383,P040,South,2,439.48,0
1362,2026-03-03,C0212,P001,West,5,112.68,0
1363,2025-01-20,C0327,P034,South,2,473.51,5
1364,2025-05-21,C0104,P023,North,1,443.28,20
1365,2025-11-29,C0426,P041,North,4,448.13,0
1366,2026-02-16,C0398,P005,West,3,266.14,20
1367,2024-04-28,C0069,P005,West,1,106.92,15
1368,2024-04-09,C0494,P026,North,1,132.64,10
1369,2024-07-21,C0273,P046,West,2,109.55,10
1370,2024-08-02,C0338,P005,North,2,489.6,0
1371,2026-02-28,C0265,P033,North,2,306.96,10
1372,2025-12-02,C0077,P012,West,5,339.99,20
1373,2025-12-12,C0417,P045,East,5,143.21,20
1374,2025-07-10,C0373,P005,East,1,62.74,5
1375,2026-01-08,C0268,P025,North,1,149.27,15
1376,2026-02-14,C0425,P007,South,4,365.43,10
1377,2024-10-03,C0448,P040,South,1,398.22,5
1378,2026-03-09,C0445,P030,South,1,291.69,15
1379,2025-05-02,C0500,P023,South,1,451.24,15
1380,2025-03-25,C0243,P009,East,3,466.03,20
1381,2025-11-18,C0477,P022,West,5,93.69,5
1382,2026-01-12,C0289,P044,West,4,467.28,0
1383,2025-07-29,C0163,P019,North,3,77.83,10
1384,2026-02-28,C0357,P019,South,1,108.47,0
1385,2025-08-22,C0306,P017,South,2,457.86,10
1386,2024-07-18,C0310,P041,North,2,85.07,20
1387,2024-07-18,C0373,P023,East,2,198.09,20
1388,2026-01-20,C0392,P007,South,1,272.95,0
1389,2024-09-16,C0300,P008,North,4,413.16,10
1390,2024-09-11,C0339,P039,East,5,486.35,20
1391,2025-06-30,C0250,P027,East,5,394.48,5
1392,2024-12-11,C0261,P021,North,4,129.48,15
1393,2025-01-27,C0020,P046,West,4,412.63,0
1394,2024-12-18,C0217,P029,East,3,465.76,5
1395,2024-06-29,C0171,P019,East,4,203.3,20
1396,2026-02-26,C0494,P023,South,4,128.47,15
1397,2024-10-28,C0200,P017,South,4,238.97,15
1398,2025-09-19,C0485,P019,South,4,219.67,0
1399,2026-01-16,C0008,P008,South,4,233.7,15
1400,2025-11-22,C0208,P040,South,4,328.56,15
1401,2025-02-22,C0480,P045,North,3,76.25,20
1402,2025-05-31,C0444,P041,East,5,277.33,20
1403,2025-12-12,C0075,P026,South,2,155.49,5
1404,2024-05-22,C0085,P028,East,2,95.44,20
1405,2026-03-02,C0389,P049,South,1,382.24,5
1406,2024-09-19,C0472,P024,North,2,227.46,20
1407,2024-08-10,C0141,P037,West,5,171.13,0
1408,2025-12-29,C0077,P015,North,1,286.22,15
1409,2026-03-08,C0012,P021,West,2,204.42,20
1410,2025-08-23,C0276,P001,West,5,281.05,15
1411,2025-10-13,C0382,P045,East,5,204.44,5
1412,2024-06-18,C0138,P043,South,2,387.87,5
1413,2025-10-13,C0181,P045,West,4,482.89,10
1414,2026-03-20,C0274,P029,South,2,222.76,0
1415,2026-01-01,C0238,P020,North,1,88.42,10
1416,2024-11-08,C0362,P036,East,4,421.54,5
1417,2025-12-27,C0410,P012,East,2,108.61,20
1418,2025-03-26,C0263,P001,South,3,384.62,5
1419,2024-08-02,C0126,P018,East,1,274.06,5
1420,2025-05-31,C0387,P003,East,3,389.17,15
1421,2025-11-28,C0494,P021,North,5,489.35,0
1422,2025-03-25,C0073,P020,North,4,149.93,0
1423,2025-01-17,C0103,P040,North,2,245.21,0
1424,2026-02-09,C0250,P040,North,3,118.51,5
1425,2024-09-05,C0225,P024,West,4,316.1,5
1426,2024-04-06,C0111,P043,West,2,221.7,10
1427,2026-02-03,C0471,P047,South,4,392.67,0
1428,2026-02-23,C0427,P013,South,2,248.56,20
1429,2025-07-17,C0196,P029,North,3,344.84,15
1430,2025-02-05,C0189,P006,East,2,192.31,0
1431,2025-10-22,C0220,P034,East,5,286.02,5
1432,2024-12-17,C0457,P014,East,5,375.57,15
1433,2025-07-08,C0220,P041,East,1,314.28,0
1434,2024-11-21,C0189,P043,West,4,184.01,15
1435,2025-10-18,C0474,P039,North,2,320.54,15
1436,2026-03-04,C0369,P029,North,4,388.56,10
1437,2025-10-21,C0233,P030,East,5,262.84,10
1438,2024-09-21,C0136,P027,South,1,166.48,0
1439,2024-11-10,C0472,P032,West,1,211.47,5
1440,2025-10-31,C0448,P003,East,2,280.64,15
1441,2024-06-07,C0421,P001,East,4,319.94,5
1442,2025-01-30,C0302,P033,South,1,55.75,15
1443,2026-01-04,C0049,P006,West,5,196.33,10
1444,2024-11-10,C0120,P003,West,2,79.33,20
1445,2024-08-18,C0108,P027,East,2,113.54,5
1446,2024-07-08,C0279,P022,South,3,331.48,0
1447,2025-03-27,C0390,P046,West,2,262.76,15
1448,2025-01-31,C0171,P010,South,2,193.42,10
1449,2024-08-07,C0408,P038,West,5,199.64,5
1450,2024-09-27,C0191,P049,North,2,187.59,10
1451,2025-10-10,C0168,P014,North,1,472.79,15
1452,2024-06-04,C0389,P034,South,5,474.29,20
1453,2025-01-08,C0369,P023,East,1,498.96,0
1454,2024-06-19,C0250,P043,West,3,426.07,15
1455,2024-06-12,C0328,P021,North,4,209.0,5
1456,2024-10-03,C0092,P004,West,1,82.67,20
1457,2025-12-09,C0114,P039,East,5,215.72,10
1458,2025-11-05,C0013,P015,North,2,345.29,5
1459,2024-07-01,C0226,P033,West,3,68.17,5
1460,2025-05-27,C0404,P003,West,5,450.93,5
1461,2026-01-12,C0080,P022,East,2,349.8,5
1462,2026-03-19,C0025,P048,South,2,396.26,15
1463,2025-06-06,C0138,P010,East,3,226.38,10
1464,2024-04-28,C0386,P008,East,3,413.48,0
1465,2026-02-04,C0423,P001,West,1,475.03,10
1466,2026-03-11,C0130,P017,East,3,236.45,15
1467,2026-03-11,C0345,P038,West,5,428.36,0
1468,2025-12-27,C0375,P020,West,5,81.29,10
1469,2025-11-12,C0452,P008,East,2,155.9,20
1470,2025-04-25,C0411,P018,East,1,213.95,10
1471,2024-09-18,C0019,P039,East,5,152.38,5
1472,2026-01-09,C0206,P012,West,4,470.08,0
1473,2024-09-28,C0336,P026,West,5,161.43,5
1474,2024-04-14,C0128,P018,North,4,96.31,10
1475,2024-05-19,C0382,P024,West,3,227.76,5
1476,2026-02-06,C0498,P047,South,2,271.27,10
1477,2024-09-25,C0205,P014,West,4,298.25,5
1478,2025-05-25,C0327,P007,West,5,468.37,0
1479,2024-04-03,C0260,P035,South,3,459.73,20
1480,2025-09-05,C0197,P030,South,2,377.57,20
1481,2025-06-14,C0220,P009,West,4,445.14,5
1482,2024-12-26,C0269,P015,East,2,228.04,10
1483,2025-09-15,C0045,P033,West,3,338.48,0
1484,2024-05-03,C0053,P027,North,3,260.5,10
1485,2024-11-23,C0337,P007,West,1,497.41,10
1486,2025-03-19,C0443,P025,South,2,136.13,5
1487,2025-11-30,C0074,P033,North,4,236.17,20
1488,2025-07-18,C0343,P047,East,5,407.68,20
1489,2026-03-07,C0101,P042,West,5,198.53,0
1490,2025-04-22,C0402,P033,East,1,417.58,0
1491,2025-01-03,C0021,P031,West,5,432.42,5
1492,2026-03-21,C0020,P015,North,1,412.0,20
1493,2024-12-31,C0027,P044,West,2,424.86,15
1494,2025-01-09,C0447,P044,East,3,95.74,15
1495,2026-03-02,C0233,P016,East,4,432.83,0
1496,2025-08-07,C0039,P005,North,4,263.91,10
1497,2025-08-23,C0476,P045,West,2,309.78,15
1498,2024-07-13,C0354,P023,North,3,279.43,15
1499,2024-10-26,C0220,P037,West,2,299.69,20
1500,2025-04-27,C0215,P040,North,5,53.0,20
1501,2025-01-26,C0050,P023,South,5,300.64,20
1502,2026-01-07,C0209,P019,West,4,78.33,0
1503,2025-10-05,C0365,P023,South,4,86.96,15
1504,2024-11-03,C0309,P026,West,2,235.58,0
1505,2024-10-06,C0465,P033,North,5,86.99,10
1506,2024-06-10,C0385,P017,North,4,71.91,10
1507,2025-05-19,C0360,P037,North,1,58.91,5
1508,2026-03-02,C0453,P021,East,4,365.8,15
1509,2025-09-02,C0021,P040,East,3,108.03,15
1510,2025-05-04,C0182,P011,South,5,99.32,0
1511,2025-12-24,C0137,P036,North,1,369.04,5
1512,2024-11-04,C0117,P022,East,5,426.42,0
1513,2025-10-30,C0489,P048,North,4,113.75,10
1514,2026-02-21,C0279,P043,South,3,307.29,15
1515,2025-07-29,C0214,P033,North,5,433.63,5
